respondent_id,h1n1_vaccine,seasonal_vaccine
26707,0.0628259809025137,0.239793094771347
26708,0.011694832449541,0.0679980630820384
26709,0.38061952871933,0.608801226715323
26710,0.501944878747871,0.858407769021757
26711,0.251347801650425,0.49081544207889
26712,0.423465777400743,0.900476835860495
26713,0.422604512862818,0.508168341103231
26714,0.152701879894074,0.299112752786017
26715,0.0102631138492822,0.256711363395784
26716,0.240312785365357,0.838381566650673
26717,0.0576104959126199,0.393594207381474
26718,0.221855690321036,0.424506256535617
26719,0.130544307815664,0.804406961360187
26720,0.0743071384933867,0.164228711461173
26721,0.442598647698616,0.430604096862743
26722,0.0550869084837901,0.104958416056933
26723,0.575509601507245,0.753463477848311
26724,0.0825768675949841,0.723111008713316
26725,0.0626185188798282,0.242003056510048
26726,0.0758387190663365,0.103644526887977
26727,0.304447326065147,0.755370119838407
26728,0.285906349455844,0.52653531454635
26729,0.0852708053030643,0.326278539249214
26730,0.028529414221233,0.298637080832855
26731,0.0441721378957785,0.348856931949886
26732,0.258620615125903,0.0970309172413996
26733,0.820947682216425,0.99
26734,0.799233407028066,0.528926878264623
26735,0.196637782064585,0.430467250155922
26736,0.0782465401253678,0.179313623022133
26737,0.113767418141578,0.192043847265977
26738,0.597007900469568,0.826767259410475
26739,0.142567711948541,0.246650495440704
26740,0.201067120903236,0.169424887127909
26741,0.202305048074887,0.81934846775683
26742,0.197203945563599,0.494518105859209
26743,0.043345145058955,0.450150865563595
26744,0.0901387632859127,0.57010797539307
26745,0.144972457076948,0.824693404957416
26746,0.241043248752671,0.495115829394115
26747,0.115888579149619,0.350454342708868
26748,0.161864290228392,0.0313440754571046
26749,0.0947964986235441,0.538333862634814
26750,0.610637305946309,0.899630822851438
26751,0.360460977344667,0.638351325516895
26752,0.0733089822452027,0.111016740771857
26753,0.269097655912542,0.614861201135579
26754,0.166716344842108,0.456938434949184
26755,0.181676839843413,0.399992836066625
26756,0.0739912533772371,0.0791659240916191
26757,0.497496634863141,0.482178951809618
26758,0.584084152924808,0.828532719276767
26759,0.0214632454438009,0.263127231466101
26760,0.139642306995306,0.20183460275144
26761,0.253963403320965,0.503594271882479
26762,0.248734268977012,0.806592460203643
26763,0.808416959457682,0.99
26764,0.857606853022222,0.99
26765,0.0774557221642696,0.573854738424461
26766,0.161547766334979,0.175219365509538
26767,0.653412380649574,0.623455069678384
26768,0.103204574353438,0.334891793173169
26769,0.147854528686729,0.169224769120837
26770,0.179984708658003,0.533246024705772
26771,0.068090005789936,0.216672090670211
26772,0.0970336988022205,0.404447784770529
26773,0.142836309263507,0.316517005286657
26774,0.0236967577992431,0.428338240915729
26775,0.162899706893778,0.54590349690226
26776,0.448768665268403,0.323443789128173
26777,0.177055197953447,0.840796532947538
26778,0.2009065421879,0.205665458887061
26779,0.134493045783702,0.453541283919696
26780,0.184481893719213,0.939323907527874
26781,0.094870875733747,0.456165542122125
26782,0.0299082583646324,0.393542630343161
26783,0.0819541590303367,0.420789557331969
26784,0.293817951086599,0.984872687635936
26785,0.4940597042727,0.599761331229308
26786,0.142131043138073,0.307568349777677
26787,0.141595101075132,0.461246636248799
26788,0.161556413576038,0.819531523971368
26789,0.0960039361304367,0.258068837163193
26790,0.0639659087915839,0.352953885500333
26791,0.0526558635616443,0.129423067494077
26792,0.274361997703564,0.723469587718316
26793,0.10320771632268,0.767085204835618
26794,0.684102427186428,0.899180002577521
26795,0.00549922699326099,0.853711653539996
26796,0.0602408825217884,0.0842302477005369
26797,0.138312289363365,0.502976024518577
26798,0.209849029615771,0.186012985043763
26799,0.28795250461985,0.335804245154576
26800,0.00916591864480137,0.82653292527279
26801,0.337740799154045,0.305300359999121
26802,0.165123355259691,0.296599997439799
26803,0.0566402688005166,0.184887625609806
26804,0.0562065985639017,0.11274687895051
26805,0.0866852712202882,0.252536541722538
