respondent_id,h1n1_vaccine,seasonal_vaccine
26707,0.1115,0.234444444444444
26708,0.0125,0.0222222222222222
26709,0.716333333333333,0.903888888888889
26710,0.636333333333333,0.815925925925926
26711,0.371833333333333,0.64037037037037
26712,0.787333333333333,0.854814814814815
26713,0.516,0.405925925925926
26714,0.0383333333333333,0.0435185185185185
26715,0.02,0.0329629629629629
26716,0.123166666666667,0.839814814814815
26717,0.034,0.480185185185185
26718,0.321166666666667,0.519259259259259
26719,0.1765,0.836851851851852
26720,0.0393333333333333,0.141666666666667
26721,0.403166666666667,0.610925925925926
26722,0.0656666666666667,0.0677777777777778
26723,0.591166666666667,0.825
26724,0.0353333333333333,0.849444444444444
26725,0.0338333333333333,0.114814814814815
26726,0.0696666666666667,0.153703703703704
26727,0.408833333333333,0.805185185185185
26728,0.277,0.64
26729,0.083,0.354259259259259
26730,0.0751666666666667,0.171296296296296
26731,0.0631666666666667,0.319259259259259
26732,0.130333333333333,0.209074074074074
26733,0.787166666666667,0.948148148148148
26734,0.6355,0.347777777777778
26735,0.153333333333333,0.40962962962963
26736,0.0251666666666667,0.0614814814814815
26737,0.03,0.0464814814814815
26738,0.726833333333333,0.779814814814815
26739,0.131833333333333,0.214814814814815
26740,0.1935,0.229259259259259
26741,0.155333333333333,0.717407407407407
26742,0.123833333333333,0.303015873015873
26743,0.0863333333333333,0.312222222222222
26744,0.104666666666667,0.716851851851852
26745,0.190666666666667,0.707222222222222
26746,0.0873333333333333,0.159259259259259
26747,0.185833333333333,0.0827777777777778
26748,0.243166666666667,0.212777777777778
26749,0.0628333333333333,0.59962962962963
26750,0.715666666666667,0.887407407407407
26751,0.413666666666667,0.85037037037037
26752,0.0511666666666667,0.114074074074074
26753,0.0961666666666667,0.36
26754,0.187166666666667,0.392222222222222
26755,0.109333333333333,0.413148148148148
26756,0.0406666666666667,0.0233333333333333
26757,0.522,0.748333333333333
26758,0.616166666666667,0.685925925925926
26759,0.0403333333333333,0.115925925925926
26760,0.0156666666666667,0.166851851851852
26761,0.296333333333333,0.609074074074074
26762,0.279,0.879074074074074
26763,0.641833333333333,0.986296296296296
26764,0.792166666666667,0.928148148148148
26765,0.164,0.541481481481481
26766,0.102333333333333,0.0111111111111111
26767,0.669666666666667,0.798148148148148
26768,0.0856666666666667,0.436111111111111
26769,0.1335,0.199444444444444
26770,0.066,0.444074074074074
26771,0.0581666666666667,0.302592592592593
26772,0.122,0.285555555555556
26773,0.0363333333333333,0.352962962962963
26774,0.0625,0.346481481481481
26775,0.0375,0.643333333333333
