respondent_id,h1n1_vaccine,seasonal_vaccine
26707,0.0628259809025088,0.239793094771334
26708,0.0116948324495354,0.01
26709,0.380619528719326,0.608801226715315
26710,0.501944878747869,0.858407769021751
26711,0.251347801650421,0.49081544207888
26712,0.42346577740074,0.900476835860486
26713,0.422604512862815,0.508168341103224
26714,0.152701879894072,0.299112752786009
26715,0.0102631138492791,0.256711363395777
26716,0.240312785365354,0.838381566650665
26717,0.01,0.393594207381469
26718,0.22185569032103,0.424506256535605
26719,0.130544307815662,0.80440696136018
26720,0.0743071384933831,0.164228711461165
26721,0.442598647698612,0.430604096862733
26722,0.0550869084837882,0.104958416056927
26723,0.575509601507242,0.753463477848303
26724,0.0825768675949827,0.72311100871331
26725,0.01,0.24200305651004
26726,0.01,0.01
26727,0.304447326065144,0.7553701198384
26728,0.285906349455842,0.526535314546344
26729,0.0852708053030625,0.326278539249206
26730,0.0285294142212299,0.298637080832842
26731,0.01,0.348856931949882
26732,0.258620615125901,0.0970309172413927
26733,0.820947682216421,0.99
26734,0.799233407028066,0.528926878264619
26735,0.196637782064584,0.430467250155919
26736,0.0782465401253655,0.179313623022124
26737,0.113767418141577,0.192043847265974
26738,0.597007900469567,0.826767259410472
26739,0.142567711948538,0.246650495440698
26740,0.201067120903236,0.169424887127906
26741,0.202305048074884,0.819348467756821
26742,0.197203945563597,0.494518105859206
26743,0.0433451450589548,0.450150865563593
26744,0.0901387632859099,0.570107975393065
26745,0.144972457076945,0.824693404957409
26746,0.241043248752672,0.495115829394115
26747,0.115888579149617,0.35045434270886
26748,0.161864290228388,0.031344075457096
26749,0.0947964986235417,0.53833386263481
26750,0.610637305946308,0.899630822851434
26751,0.360460977344665,0.63835132551689
26752,0.01,0.01
26753,0.269097655912539,0.614861201135572
26754,0.166716344842106,0.456938434949178
26755,0.181676839843408,0.399992836066615
26756,0.01,0.01
26757,0.497496634863136,0.48217895180961
26758,0.584084152924809,0.828532719276762
26759,0.0214632454437999,0.263127231466096
26760,0.01,0.01
26761,0.253963403320966,0.503594271882474
26762,0.248734268977011,0.806592460203638
26763,0.808416959457681,0.99
26764,0.857606853022219,0.99
26765,0.0774557221642696,0.573854738424456
26766,0.161547766334976,0.175219365509531
26767,0.653412380649572,0.623455069678378
26768,0.01,0.334891793173161
26769,0.147854528686726,0.169224769120826
26770,0.179984708657999,0.533246024705765
26771,0.0680900057899318,0.216672090670204
26772,0.0970336988022165,0.404447784770522
26773,0.01,0.316517005286653
26774,0.0236967577992403,0.428338240915723
26775,0.162899706893777,0.545903496902255
26776,0.448768665268401,0.323443789128169
26777,0.177055197953446,0.840796532947534
26778,0.200906542187895,0.205665458887049
26779,0.1344930457837,0.453541283919689
26780,0.184481893719211,0.93932390752787
26781,0.094870875733746,0.456165542122123
26782,0.0299082583646297,0.393542630343152
26783,0.0819541590303345,0.420789557331962
26784,0.293817951086596,0.984872687635929
26785,0.4940597042727,0.599761331229306
26786,0.14213104313807,0.30756834977767
26787,0.141595101075132,0.461246636248793
26788,0.161556413576036,0.819531523971361
26789,0.01,0.25806883716319
26790,0.0639659087915821,0.352953885500327
26791,0.0526558635616392,0.129423067494064
26792,0.274361997703562,0.72346958771831
26793,0.103207716322676,0.767085204835607
26794,0.684102427186425,0.899180002577515
26795,0.00549922699325834,0.853711653539991
26796,0.0602408825217837,0.0842302477005292
26797,0.138312289363362,0.502976024518564
26798,0.209849029615765,0.186012985043754
26799,0.287952504619847,0.33580424515457
26800,0.00916591864479898,0.826532925272783
26801,0.337740799154044,0.305300359999118
26802,0.165123355259688,0.296599997439793
26803,0.0566402688005053,0.184887625609784
26804,0.0562065985638978,0.112746878950502
26805,0.0866852712202817,0.252536541722525
26806,0.0561389262694751,0.730708080940587
26807,0.524336819531881,0.99
26808,0.234427163715564,0.707933202667896
26809,0.638173913818196,0.31056929422386
26810,0.00622838984501148,0.0935593311247981
26811,0.0648278729241859,0.0669031712598023
26812,0.206144186754684,0.65042641701263
26813,0.427691401514858,0.344855291490139
26814,0.01,0.437552496888797
26815,0.0757716375180086,0.223359698124542
26816,0.0683722928382268,0.279799780106309
26817,0.128282410311037,0.828597018629725
26818,0.0679853107084187,0.275076990948403
